# Integer factorization table

n     - a positive integer
fact  - the prime factors of n, indented by distance from the nearest prime
π     - the prime counting function π(n), the number of primes less than or equal to n
π~    - an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
R     - the Riemann R function R(n)
Li    - the logarithmic integral Li(n)
θ     - the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
ψ     - the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
Λ     - the von Mangoldt function of n, Λ(n)
τ     - the number of divisors of n, τ(n)
σ     - the sum of divisors of n, σ(n)
φ     - the Euler totient of n, φ(n)
λ     - the Carmichael function of n, λ(n)
Dψ    - the Dedekind ψ(n) function
μ     - the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
ω     - the number of distinct prime factors of n, ω(n)
Ω     - the total number of prime factors of n, counting multiplicity, Ω(n)
λ     - the Liouville function of n, λ(n) = (-1)^Ω(n)
M     - the Mertens function M(n)
m*    - the prime residues of n modulo a set of primes
psym  - the symmetric primes at equal offsets around n
rad   - the radical of n, the product of its unique prime factors
mask  - the mask of prime factors (radical) of n, as a string

```csv
   n, fact,              π,      π~,       R,       Li ,       θ,        ψ,      Λ,   τ,     σ,    φ,    λ,    Dψ,   μ,  ω,  Ω,   λ,    M, m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                               rad, mask
 297,     3³⋅11,        62,  63.276,  61.439,   67.807,  277.025,  299.232,  0.000,   8,   480,  180,   90,   431,   0,  2,  4,   1,  -7,  1,  0,  2,  3,   0,  11,   8,  12,  21,   7,  18, 14 16 20 34 40 56 70 86 …,           33,  X  X
 298,      2⋅149,       62,  63.443,  61.608,   67.983,  277.025,  299.232,  0.000,   4,   450,  148,  148,   450,   1,  2,  2,   1,  -6,  0,  1,  3,  4,   1,  12,   9,  13,  22,   8,  19, 15 69 75 99 135 141 159 189 …,      298, X                                 X
 299,       13⋅23,      62,  63.611,  61.777,   68.158,  277.025,  299.232,  0.000,   4,   336,  264,  132,   336,   1,  2,  2,   1,  -5,  1,  2,  4,  5,   2,   0,  10,  14,   0,   9,  20, 18 48 60 102 120 132 150 162 …,     299,      X  X
 300,        2²⋅3⋅5²,   62,  63.778,  61.946,   68.334,  277.025,  299.232,  0.000,  18,   868,   80,   20,   720,   0,  3,  5,  -1,  -5,  0,  0,  0,  6,   3,   1,  11,  15,   1,  10,  21, 7 17 31 37 49 59 67 73 …,            30, XXX
 301,       7⋅43,       62,  63.946,  62.114,   68.509,  277.025,  299.232,  0.000,   4,   352,  252,   42,   351,   1,  2,  2,   1,  -4,  1,  1,  1,  0,   4,   2,  12,  16,   2,  11,  22, 30 72 78 108 120 138 162 198 …,     301,    X         X
 302,      2⋅151,       62,  64.113,  62.283,   68.684,  277.025,  299.232,  0.000,   4,   456,  150,  150,   456,   1,  2,  2,   1,  -3,  0,  2,  2,  1,   5,   3,  13,  17,   3,  12,  23, 9 45 51 129 165 189 201 219 …,      302, X                                  X
 303,     3⋅101,        62,  64.280,  62.451,   68.859,  277.025,  299.232,  0.000,   4,   408,  200,  100,   407,   1,  2,  2,   1,  -2,  1,  0,  3,  2,   6,   4,  14,  18,   4,  13,  24, 10 34 46 64 70 76 80 106 …,         303,  X                       X
 304,    2⁴⋅19,         62,  64.447,  62.620,   69.034,  277.025,  299.232,  0.000,  10,   620,  144,   36,   480,   0,  2,  5,  -1,  -2,  0,  1,  4,  3,   7,   5,  15,   0,   5,  14,  25, 27 33 63 75 93 105 153 195 …,        38, X      X
 305,   5⋅61,           62,  64.614,  62.788,   69.209,  277.025,  299.232,  0.000,   4,   372,  240,   60,   372,   1,  2,  2,   1,  -1,  1,  2,  0,  4,   8,   6,  16,   1,   6,  15,  26, 12 42 48 54 78 114 126 138 …,       305,   X              X
 306,  2⋅3²⋅17,         62,  64.781,  62.956,   69.384,  277.025,  299.232,  0.000,  12,   702,   96,   48,   648,   0,  3,  4,   1,  -1,  0,  0,  1,  5,   9,   7,   0,   2,   7,  16,  27, 25 43 67 73 77 83 95 113 …,         102, XX    X
 307, 307,              63,  64.948,  63.124,   69.558,  282.752,  304.959,  5.727,   2,   308,  306,  306,   308,  -1,  1,  1,  -1,  -2,  1,  1,  2,  6,  10,   8,   1,   3,   8,  17,  28, 24 30 66 114 126 150 156 180 …,     307,                                                               X
 308,  2²⋅7⋅11,         63,  65.115,  63.292,   69.733,  282.752,  304.959,  0.000,  12,   672,  120,   30,   575,   0,  3,  4,   1,  -2,  0,  2,  3,  0,   0,   9,   2,   4,   9,  18,  29, 39 45 51 75 81 111 135 141 …,       154, X  XX
 309,   3⋅103,          63,  65.282,  63.460,   69.907,  282.752,  304.959,  0.000,   4,   416,  204,  102,   416,   1,  2,  2,   1,  -1,  1,  0,  4,  1,   1,  10,   3,   5,  10,  19,  30, 2 28 38 40 58 70 80 110 …,          309,  X                        X
 310,  2⋅5⋅31,          63,  65.448,  63.628,   70.082,  282.752,  304.959,  0.000,   8,   576,  120,   60,   576,  -1,  3,  3,  -1,  -2,  0,  1,  0,  2,   2,  11,   4,   6,  11,  20,   0, 3 27 39 69 87 99 111 129 …,         310, X X       X
 311, 311,              64,  65.615,  63.796,   70.256,  288.492,  310.699,  5.740,   2,   312,  310,  310,   312,  -1,  1,  1,  -1,  -3,  1,  2,  1,  3,   3,  12,   5,   7,  12,  21,   1, 42 48 72 78 120 132 138 180 …,      311,                                                                X
 312,  2³⋅3⋅13,         64,  65.781,  63.963,   70.430,  288.492,  310.699,  0.000,  16,   840,   96,   12,   672,   0,  3,  5,  -1,  -3,  0,  0,  2,  4,   4,   0,   6,   8,  13,  22,   2, 1 5 19 35 41 55 61 71 …,             78, XX   X
 313, 313,              65,  65.947,  64.131,   70.604,  294.238,  316.445,  5.746,   2,   314,  312,  312,   314,  -1,  1,  1,  -1,  -4,  1,  1,  3,  5,   5,   1,   7,   9,  14,  23,   3, 36 84 120 150 174 186 210 234 …,    313,                                                                 X
 314,  2⋅157,           65,  66.114,  64.298,   70.778,  294.238,  316.445,  0.000,   4,   474,  156,  156,   473,   1,  2,  2,   1,  -3,  0,  2,  4,  6,   6,   2,   8,  10,  15,  24,   4, 3 33 45 75 87 117 135 147 …,        314, X                                   X
 315,   3²⋅5⋅7,         65,  66.280,  64.466,   70.952,  294.238,  316.445,  0.000,  12,   624,  144,   12,   575,   0,  3,  4,   1,  -3,  1,  0,  0,  0,   7,   3,   9,  11,  16,  25,   5, 2 22 32 34 38 44 52 58 …,           105,  XXX
 316,  2²⋅79,           65,  66.446,  64.633,   71.126,  294.238,  316.445,  0.000,   6,   560,  156,   78,   480,   0,  2,  3,  -1,  -3,  0,  1,  1,  1,   8,   4,  10,  12,  17,  26,   6, 33 93 105 117 123 207 255 285 …,    158, X                    X
 317, 317,              66,  66.612,  64.801,   71.300,  299.997,  322.204,  5.759,   2,   318,  316,  316,   318,  -1,  1,  1,  -1,  -4,  1,  2,  2,  2,   9,   5,  11,  13,  18,  27,   7, 36 66 84 126 144 150 186 204 …,     317,                                                                  X
 318,  2⋅3⋅53,          66,  66.778,  64.968,   71.473,  299.997,  322.204,  0.000,   8,   648,  104,   52,   648,  -1,  3,  3,  -1,  -5,  0,  0,  3,  3,  10,   6,  12,  14,  19,  28,   8, 35 41 49 55 61 79 91 121 …,         318, XX             X
 319,   11⋅29,          66,  66.944,  65.135,   71.647,  299.997,  322.204,  0.000,   4,   360,  280,  140,   359,   1,  2,  2,   1,  -4,  1,  1,  4,  4,   0,   7,  13,  15,  20,   0,   9, 12 48 78 90 120 138 168 180 …,      319,     X    X
 320,    2⁶⋅5,          66,  67.110,  65.302,   71.820,  299.997,  322.204,  0.000,  14,   762,  128,   16,   576,   0,  2,  7,  -1,  -4,  0,  2,  0,  5,   1,   8,  14,  16,  21,   1,  10, 27 39 63 69 81 123 129 141 …,        10, X X
 321,     3⋅107,        66,  67.275,  65.469,   71.993,  299.997,  322.204,  0.000,   4,   432,  212,  106,   431,   1,  2,  2,   1,  -3,  1,  0,  1,  6,   2,   9,  15,  17,  22,   2,  11, 10 28 38 52 58 80 88 98 …,          321,  X                         X
 322,      2⋅7⋅23,      66,  67.441,  65.636,   72.167,  299.997,  322.204,  0.000,   8,   576,  132,   66,   576,  -1,  3,  3,  -1,  -4,  0,  1,  2,  0,   3,  10,  16,  18,   0,   3,  12, 9 15 45 51 99 111 141 165 …,        322, X  X    X
 323,       17⋅19,      66,  67.606,  65.803,   72.340,  299.997,  322.204,  0.000,   4,   360,  288,  144,   360,   1,  2,  2,   1,  -3,  1,  2,  3,  1,   4,  11,   0,   0,   1,   4,  13, 30 60 66 96 126 144 156 186 …,      323,       XX
 324,        2²⋅3⁴,     66,  67.772,  65.969,   72.513,  299.997,  322.204,  0.000,  15,   847,  108,   54,   648,   0,  2,  6,   1,  -3,  0,  0,  4,  2,   5,  12,   1,   1,   2,   5,  14, 7 13 43 55 73 85 95 97 …,             6, XX
 325,       5²⋅13,      66,  67.937,  66.136,   72.686,  299.997,  322.204,  0.000,   6,   434,  240,   60,   419,   0,  2,  3,  -1,  -3,  1,  1,  0,  3,   6,   0,   2,   2,   3,   6,  15, 12 42 48 54 84 96 114 132 …,         65,   X  X
 326,      2⋅163,       66,  68.103,  66.302,   72.859,  299.997,  322.204,  0.000,   4,   492,  162,  162,   492,   1,  2,  2,   1,  -2,  0,  2,  1,  4,   7,   1,   3,   3,   4,   7,  16, 33 57 63 75 93 135 153 177 …,       326, X                                    X
 327,     3⋅109,        66,  68.268,  66.469,   73.031,  299.997,  322.204,  0.000,   4,   440,  216,  108,   439,   1,  2,  2,   1,  -1,  1,  0,  2,  5,   8,   2,   4,   4,   5,   8,  17, 10 20 46 56 70 94 104 116 …,        327,  X                          X
 328,    2³⋅41,         66,  68.433,  66.635,   73.204,  299.997,  322.204,  0.000,   8,   630,  160,   40,   504,   0,  2,  4,   1,  -1,  0,  1,  3,  6,   9,   3,   5,   5,   6,   9,  18, 21 45 51 105 129 135 171 219 …,      82, X           X
 329,   7⋅47,           66,  68.598,  66.802,   73.377,  299.997,  322.204,  0.000,   4,   384,  276,  138,   384,   1,  2,  2,   1,   0,  1,  2,  4,  0,  10,   4,   6,   6,   7,  10,  19, 18 60 72 90 102 132 138 150 …,      329,    X          X
 330,  2⋅3⋅5⋅11,        66,  68.763,  66.968,   73.549,  299.997,  322.204,  0.000,  16,   864,   80,   20,   863,   1,  4,  4,   1,   1,  0,  0,  0,  1,   0,   5,   7,   7,   8,  11,  20, 17 19 23 37 49 53 59 67 …,          330, XXX X
 331, 331,              67,  68.928,  67.134,   73.722,  305.799,  328.006,  5.802,   2,   332,  330,  330,   332,  -1,  1,  1,  -1,   0,  1,  1,  1,  2,   1,   6,   8,   8,   9,  12,  21, 18 48 90 102 108 132 168 192 …,     331,                                                                   X
 332,  2²⋅83,           67,  69.093,  67.300,   73.894,  305.799,  328.006,  0.000,   6,   588,  164,   82,   503,   0,  2,  3,  -1,   0,  0,  2,  2,  3,   2,   7,   9,   9,  10,  13,  22, 15 21 51 69 99 135 159 225 …,       166, X                     X
 333,   3²⋅37,          67,  69.258,  67.466,   74.066,  305.799,  328.006,  0.000,   6,   494,  216,   36,   455,   0,  2,  3,  -1,   0,  1,  0,  3,  4,   3,   8,  10,  10,  11,  14,  23, 16 20 26 40 50 56 64 76 …,          111,  X         X
 334,    2⋅167,         67,  69.422,  67.632,   74.238,  305.799,  328.006,  0.000,   4,   504,  166,  166,   503,   1,  2,  2,   1,   1,  0,  1,  4,  5,   4,   9,  11,  11,  12,  15,  24, 3 63 105 123 153 207 237 267 …,     334, X                                     X
 335,   5⋅67,           67,  69.587,  67.798,   74.410,  305.799,  328.006,  0.000,   4,   408,  264,  132,   408,   1,  2,  2,   1,   2,  1,  2,  0,  6,   5,  10,  12,  12,  13,  16,  25, 18 24 54 66 84 96 108 144 …,        335,   X               X
 336,  2⁴⋅3⋅7,          67,  69.751,  67.964,   74.582,  305.799,  328.006,  0.000,  20,   992,   96,   12,   768,   0,  3,  6,   1,   2,  0,  0,  1,  0,   6,  11,  13,  13,  14,  17,  26, 23 43 53 65 73 85 95 97 …,           42, XX X
 337, 337,              68,  69.916,  68.130,   74.754,  311.619,  333.826,  5.820,   2,   338,  336,  336,   338,  -1,  1,  1,  -1,   1,  1,  1,  2,  1,   7,  12,  14,  14,  15,  18,  27, 30 60 96 126 186 210 234 240 …,     337,                                                                    X
 338,  2⋅13²,           68,  70.080,  68.295,   74.926,  311.619,  333.826,  0.000,   6,   549,  156,  156,   546,   0,  2,  3,  -1,   1,  0,  2,  3,  2,   8,   0,  15,  15,  16,  19,  28, 21 45 81 105 111 141 165 171 …,      26, X    X
 339,   3⋅113,          68,  70.245,  68.461,   75.097,  311.619,  333.826,  0.000,   4,   456,  224,  112,   455,   1,  2,  2,   1,   2,  1,  0,  4,  3,   9,   1,  16,  16,  17,  20,  29, 8 28 58 62 70 82 100 110 …,         339,  X                           X
 340,    2²⋅5⋅17,       68,  70.409,  68.626,   75.269,  311.619,  333.826,  0.000,  12,   756,  128,   16,   648,   0,  3,  4,   1,   2,  0,  1,  0,  4,  10,   2,   0,  17,  18,  21,  30, 9 27 33 57 69 99 117 147 …,         170, X X   X
 341,     11⋅31,        68,  70.573,  68.792,   75.441,  311.619,  333.826,  0.000,   4,   384,  300,   30,   383,   1,  2,  2,   1,   3,  1,  2,  1,  5,   0,   3,   1,  18,  19,  22,   0, 48 60 78 90 102 108 150 162 …,      341,     X     X
 342,      2⋅3²⋅19,     68,  70.737,  68.957,   75.612,  311.619,  333.826,  0.000,  12,   780,  108,   18,   720,   0,  3,  4,   1,   3,  0,  0,  2,  6,   1,   4,   2,   0,  20,  23,   1, 5 11 25 31 59 79 91 101 …,          114, XX     X
 343,     7³,           68,  70.901,  69.122,   75.783,  311.619,  335.772,  1.946,   4,   400,  294,  294,   392,   0,  1,  3,  -1,   3,  1,  1,  3,  0,   2,   5,   3,   1,  21,  24,   2, 6 30 36 66 114 120 144 180 …,         7,    X
 344,    2³⋅43,         68,  71.065,  69.288,   75.955,  311.619,  335.772,  0.000,   8,   660,  168,   42,   528,   0,  2,  4,   1,   3,  0,  2,  4,  1,   3,   6,   4,   2,  22,  25,   3, 75 87 105 117 147 165 177 213 …,     86, X            X
 345,   3⋅5⋅23,         68,  71.229,  69.453,   76.126,  311.619,  335.772,  0.000,   8,   576,  176,   44,   576,  -1,  3,  3,  -1,   2,  1,  0,  0,  2,   4,   7,   5,   3,   0,  26,   4, 8 14 28 34 38 52 64 74 …,           345,  XX     X
 346,  2⋅173,           68,  71.393,  69.618,   76.297,  311.619,  335.772,  0.000,   4,   522,  172,  172,   522,   1,  2,  2,   1,   3,  0,  1,  1,  3,   5,   8,   6,   4,   1,  27,   5, 33 63 75 117 153 195 267 273 …,     346, X                                      X
 347, 347,              69,  71.556,  69.783,   76.468,  317.468,  341.622,  5.849,   2,   348,  346,  346,   348,  -1,  1,  1,  -1,   2,  1,  2,  2,  4,   6,   9,   7,   5,   2,  28,   6, 36 54 84 96 114 120 156 174 …,      347,                                                                     X
 348,  2²⋅3⋅29,         69,  71.720,  69.948,   76.639,  317.468,  341.622,  0.000,  12,   840,  112,   28,   720,   0,  3,  4,   1,   2,  0,  0,  3,  5,   7,  10,   8,   6,   3,   0,   7, 1 11 31 35 41 71 85 91 …,           174, XX       X
 349, 349,              70,  71.884,  70.113,   76.810,  323.323,  347.477,  5.855,   2,   350,  348,  348,   350,  -1,  1,  1,  -1,   1,  1,  1,  4,  6,   8,  11,   9,   7,   4,   1,   8, 18 72 108 138 150 192 198 222 …,    349,                                                                      X
 350,  2⋅5²⋅7,          70,  72.047,  70.277,   76.980,  323.323,  347.477,  0.000,  12,   744,  120,   60,   719,   0,  3,  4,   1,   1,  0,  2,  0,  0,   9,  12,  10,   8,   5,   2,   9, 3 33 39 69 81 93 99 111 …,           70, X XX
 351,   3³⋅13,          70,  72.211,  70.442,   77.151,  323.323,  347.477,  0.000,   8,   560,  216,   36,   503,   0,  2,  4,   1,   1,  1,  0,  1,  1,  10,   0,  11,   9,   6,   3,  10, 2 38 58 68 70 80 82 88 …,            39,  X   X
 352,  2⁵⋅11,           70,  72.374,  70.607,   77.322,  323.323,  347.477,  0.000,  12,   756,  160,   40,   576,   0,  2,  6,   1,   1,  0,  1,  2,  2,   0,   1,  12,  10,   7,   4,  11, 15 21 45 69 81 111 171 189 …,        22, X   X
 353, 353,              71,  72.537,  70.771,   77.492,  329.190,  353.343,  5.866,   2,   354,  352,  352,   354,  -1,  1,  1,  -1,   0,  1,  2,  3,  3,   1,   2,  13,  11,   8,   5,  12, 6 36 90 96 114 126 156 204 …,       353,                                                                       X
 354,  2⋅3⋅59,          71,  72.700,  70.936,   77.663,  329.190,  353.343,  0.000,   8,   720,  116,   58,   720,  -1,  3,  3,  -1,  -1,  0,  0,  4,  4,   2,   3,  14,  12,   9,   6,  13, 5 43 47 77 85 103 113 125 …,        354, XX              X
 355,   5⋅71,           71,  72.864,  71.100,   77.833,  329.190,  353.343,  0.000,   4,   432,  280,  140,   432,   1,  2,  2,   1,   0,  1,  1,  0,  5,   3,   4,  15,  13,  10,   7,  14, 18 24 42 78 84 132 144 192 …,       355,   X                X
 356,    2²⋅89,         71,  73.027,  71.264,   78.003,  329.190,  353.343,  0.000,   6,   630,  176,   88,   540,   0,  2,  3,  -1,   0,  0,  2,  1,  6,   4,   5,  16,  14,  11,   8,  15, 3 45 63 75 87 93 105 123 …,         178, X                      X
 357,   3⋅7⋅17,         71,  73.190,  71.429,   78.173,  329.190,  353.343,  0.000,   8,   576,  192,   48,   576,  -1,  3,  3,  -1,  -1,  1,  0,  2,  0,   5,   6,   0,  15,  12,   9,  16, 10 26 40 44 64 74 76 86 …,          357,  X X  X
 358,  2⋅179,           71,  73.353,  71.593,   78.343,  329.190,  353.343,  0.000,   4,   540,  178,  178,   540,   1,  2,  2,   1,   0,  0,  1,  3,  1,   6,   7,   1,  16,  13,  10,  17, 9 21 51 75 81 129 165 219 …,        358, X                                       X
 359, 359,              72,  73.516,  71.757,   78.513,  335.073,  359.226,  5.883,   2,   360,  358,  358,   360,  -1,  1,  1,  -1,  -1,  1,  2,  4,  2,   7,   8,   2,  17,  14,  11,  18, 42 90 102 108 120 132 162 210 …,    359,                                                                        X
 360,  2³⋅3²⋅5,         72,  73.678,  71.921,   78.683,  335.073,  359.226,  0.000,  24,  1170,   96,   12,   864,   0,  3,  6,   1,  -1,  0,  0,  0,  3,   8,   9,   3,  18,  15,  12,  19, 7 13 23 29 49 79 83 89 …,            30, XXX
 361,   19²,            72,  73.841,  72.085,   78.853,  335.073,  362.171,  2.944,   3,   381,  342,  342,   380,   0,  1,  2,   1,  -1,  1,  1,  1,  4,   9,  10,   4,   0,  16,  13,  20, 12 48 78 138 162 180 210 252 …,      19,        X
 362,    2⋅181,         72,  74.004,  72.249,   79.023,  335.073,  362.171,  0.000,   4,   546,  180,  180,   546,   1,  2,  2,   1,   0,  0,  2,  2,  5,  10,  11,   5,   1,  17,  14,  21, 69 81 99 105 129 195 225 231 …,     362, X                                        X
 363,     3⋅11²,        72,  74.166,  72.413,   79.193,  335.073,  362.171,  0.000,   6,   532,  220,  110,   527,   0,  2,  3,  -1,   0,  1,  0,  3,  6,   0,  12,   6,   2,  18,  15,  22, 4 10 16 26 46 56 70 80 …,            33,  X  X
 364,    2²⋅7⋅13,       72,  74.329,  72.577,   79.362,  335.073,  362.171,  0.000,  12,   784,  144,   12,   672,   0,  3,  4,   1,   0,  0,  1,  4,  0,   1,   0,   7,   3,  19,  16,  23, 15 33 57 93 123 135 183 207 …,      182, X  X X
 365,   5⋅73,           72,  74.491,  72.741,   79.532,  335.073,  362.171,  0.000,   4,   444,  288,   72,   444,   1,  2,  2,   1,   1,  1,  2,  0,  1,   2,   1,   8,   4,  20,  17,  24, 18 54 84 96 102 114 126 138 …,      365,   X                 X
 366,  2⋅3⋅61,          72,  74.654,  72.904,   79.701,  335.073,  362.171,  0.000,   8,   744,  120,   60,   744,  -1,  3,  3,  -1,   0,  0,  0,  1,  2,   3,   2,   9,   5,  21,  18,  25, 7 13 17 35 53 55 73 83 …,           366, XX               X
 367, 367,              73,  74.816,  73.068,   79.871,  340.979,  368.076,  5.905,   2,   368,  366,  366,   368,  -1,  1,  1,  -1,  -1,  1,  1,  2,  3,   4,   3,  10,   6,  22,  19,  26, 30 54 90 96 156 174 204 210 …,      367,                                                                         X
 368,  2⁴⋅23,           73,  74.978,  73.231,   80.040,  340.979,  368.076,  0.000,  10,   744,  176,   44,   576,   0,  2,  5,  -1,  -1,  0,  2,  3,  4,   5,   4,  11,   7,   0,  20,  27, 15 21 51 75 99 111 135 141 …,        46, X       X
 369,   3²⋅41,          73,  75.141,  73.395,   80.209,  340.979,  368.076,  0.000,   6,   546,  240,  120,   503,   0,  2,  3,  -1,  -1,  1,  0,  4,  5,   6,   5,  12,   8,   1,  21,  28, 10 20 32 52 62 88 92 98 …,          123,  X          X
 370,    2⋅5⋅37,        73,  75.303,  73.558,   80.378,  340.979,  368.076,  0.000,   8,   684,  144,   36,   683,  -1,  3,  3,  -1,  -2,  0,  1,  0,  6,   7,   6,  13,   9,   2,  22,  29, 3 39 63 87 93 129 171 177 …,        370, X X        X
 371,   7⋅53,           73,  75.465,  73.722,   80.547,  340.979,  368.076,  0.000,   4,   432,  312,  156,   431,   1,  2,  2,   1,  -1,  1,  2,  1,  0,   8,   7,  14,  10,   3,  23,  30, 12 18 60 78 90 108 120 132 …,       371,    X           X
 372,  2²⋅3⋅31,         73,  75.627,  73.885,   80.716,  340.979,  368.076,  0.000,  12,   896,  120,   30,   768,   0,  3,  4,   1,  -1,  0,  0,  2,  1,   9,   8,  15,  11,   4,  24,   0, 25 59 61 89 91 95 115 131 …,        186, XX        X
 373, 373,              74,  75.789,  74.048,   80.885,  346.900,  373.998,  5.922,   2,   374,  372,  372,   374,  -1,  1,  1,  -1,  -2,  1,  1,  3,  2,  10,   9,  16,  12,   5,  25,   1, 6 24 36 60 66 90 150 174 …,         373,                                                                          X
 374,  2⋅11⋅17,         74,  75.951,  74.211,   81.054,  346.900,  373.998,  0.000,   8,   648,  160,   80,   647,  -1,  3,  3,  -1,  -3,  0,  2,  4,  3,   0,  10,   0,  13,   6,  26,   2, 15 27 57 93 105 117 135 147 …,      374, X   X X
 375,   3⋅5³,           74,  76.112,  74.374,   81.223,  346.900,  373.998,  0.000,   8,   624,  200,  100,   600,   0,  2,  4,   1,  -3,  1,  0,  0,  4,   1,  11,   1,  14,   7,  27,   3, 8 22 26 44 58 64 68 82 …,            15,  XX
 376,    2³⋅47,         74,  76.274,  74.537,   81.392,  346.900,  373.998,  0.000,   8,   720,  184,   46,   576,   0,  2,  4,   1,  -3,  0,  1,  1,  5,   2,  12,   2,  15,   8,  28,   4, 3 45 63 147 165 195 225 237 …,       94, X             X
 377,   13⋅29,          74,  76.436,  74.700,   81.560,  346.900,  373.998,  0.000,   4,   420,  336,   84,   420,   1,  2,  2,   1,  -2,  1,  2,  2,  6,   3,   0,   3,  16,   9,   0,   5, 24 66 84 114 126 144 180 186 …,     377,      X   X
 378,  2⋅3³⋅7,          74,  76.597,  74.863,   81.729,  346.900,  373.998,  0.000,  16,   960,  108,   18,   864,   0,  3,  5,  -1,  -2,  0,  0,  3,  0,   4,   1,   4,  17,  10,   1,   6, 5 11 19 31 41 61 65 71 …,            42, XX X
 379, 379,              75,  76.759,  75.026,   81.897,  352.838,  379.935,  5.938,   2,   380,  378,  378,   380,  -1,  1,  1,  -1,  -3,  1,  1,  4,  1,   5,   2,   5,  18,  11,   2,   7, 30 42 108 168 198 222 228 240 …,    379,                                                                           X
 380,  2²⋅5⋅19,         75,  76.920,  75.189,   82.066,  352.838,  379.935,  0.000,  12,   840,  144,   36,   719,   0,  3,  4,   1,  -3,  0,  2,  0,  2,   6,   3,   6,   0,  12,   3,   8, 21 63 69 87 99 111 123 129 …,       190, X X    X
 381,   3⋅127,          75,  77.082,  75.351,   82.234,  352.838,  379.935,  0.000,   4,   512,  252,  126,   512,   1,  2,  2,   1,  -2,  1,  0,  1,  3,   7,   4,   7,   1,  13,   4,   9, 2 8 28 50 68 98 110 118 …,          381,  X                            X
 382,  2⋅191,           75,  77.243,  75.514,   82.402,  352.838,  379.935,  0.000,   4,   576,  190,  190,   575,   1,  2,  2,   1,  -1,  0,  1,  2,  4,   8,   5,   8,   2,  14,   5,  10, 15 51 75 105 141 159 189 219 …,     382, X                                         X
 383, 383,              76,  77.404,  75.677,   82.570,  358.786,  385.883,  5.948,   2,   384,  382,  382,   383,  -1,  1,  1,  -1,  -2,  1,  2,  3,  5,   9,   6,   9,   3,  15,   6,  11, 36 66 120 126 186 204 210 216 …,    383,                                                                            X
 384,  2⁷⋅3,            76,  77.566,  75.839,   82.738,  358.786,  385.883,  0.000,  16,  1020,  128,   32,   768,   0,  2,  8,   1,  -2,  0,  0,  4,  6,  10,   7,  10,   4,  16,   7,  12, 5 17 25 35 37 47 73 77 …,             6, XX
 385,   5⋅7⋅11,         76,  77.727,  76.001,   82.906,  358.786,  385.883,  0.000,   8,   576,  240,   60,   575,  -1,  3,  3,  -1,  -3,  1,  1,  0,  0,   0,   8,  11,   5,  17,   8,  13, 12 36 48 54 72 78 102 114 …,        385,   XXX
 386,    2⋅193,         76,  77.888,  76.164,   83.074,  358.786,  385.883,  0.000,   4,   582,  192,  192,   582,   1,  2,  2,   1,  -2,  0,  2,  1,  1,   1,   9,  12,   6,  18,   9,  14, 3 33 75 93 105 117 123 135 …,       386, X                                          X
 387,   3²⋅43,          76,  78.049,  76.326,   83.242,  358.786,  385.883,  0.000,   6,   572,  252,   42,   528,   0,  2,  3,  -1,  -2,  1,  0,  2,  2,   2,  10,  13,   7,  19,  10,  15, 14 34 56 70 74 76 80 104 …,         129,  X           X
 388,  2²⋅97,           76,  78.210,  76.488,   83.410,  358.786,  385.883,  0.000,   6,   686,  192,   96,   588,   0,  2,  3,  -1,  -2,  0,  1,  3,  3,   3,  11,  14,   8,  20,  11,  16, 9 21 51 75 111 159 189 225 …,       194, X                       X
 389, 389,              77,  78.371,  76.651,   83.578,  364.749,  391.847,  5.964,   2,   390,  388,  388,   389,  -1,  1,  1,  -1,  -3,  1,  2,  4,  4,   4,  12,  15,   9,  21,  12,  17, 30 42 72 78 120 132 198 210 …,      389,                                                                             X
 390,  2⋅3⋅5⋅13,        77,  78.532,  76.813,   83.745,  364.749,  391.847,  0.000,  16,  1008,   96,   12,  1007,   1,  4,  4,   1,  -2,  0,  0,  0,  5,   5,   0,  16,  10,  22,  13,  18, 7 11 31 41 43 53 59 73 …,           390, XXX  X
 391,   17⋅23,          77,  78.692,  76.975,   83.913,  364.749,  391.847,  0.000,   4,   432,  352,  176,   431,   1,  2,  2,   1,  -1,  1,  1,  1,  6,   6,   1,   0,  11,   0,  14,  19, 18 42 108 150 180 210 228 240 …,    391,       X X
 392,    2³⋅7²,         77,  78.853,  77.137,   84.080,  364.749,  391.847,  0.000,  12,   855,  168,   42,   672,   0,  2,  5,  -1,  -1,  0,  2,  2,  0,   7,   2,   1,  12,   1,  15,  20, 9 39 75 99 111 129 165 195 …,        14, X  X
 393,     3⋅131,        77,  79.014,  77.299,   84.248,  364.749,  391.847,  0.000,   4,   528,  260,  130,   527,   1,  2,  2,   1,   0,  1,  0,  3,  1,   8,   3,   2,  13,   2,  16,  21, 4 26 40 46 56 86 110 116 …,         393,  X                             X
