This is a list of integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself. The rest of the columns are properties of oc.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- 'base3' and 'base2' representations of the odd core are given.
- residues of the odd core modulo a set of small primes follows (`m3`, `m5`, etc)

n,oc,k,dist,base3,base2,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31,m37,m41,m43,m47,m53,m59,m61,m67,m71,m73
5860,1465,2,9,2000021,10110111001,1,0,2,2,9,3,2,16,15,8,22,30,3,8,34,49,1,58,45,5
5861,5861,0,9,22001002,1011011100101,2,1,2,9,11,13,9,19,3,2,15,39,13,33,31,20,5,32,39,21
5862,2931,1,9,11000120,101101110011,0,1,5,5,6,7,5,10,2,17,8,20,7,17,16,40,3,50,20,11
5863,5863,0,45,22001011,1011011100111,1,3,4,0,0,15,11,21,5,4,17,0,15,35,33,22,7,34,41,23
5864,733,3,33,1000011,1011011101,1,3,5,7,5,2,11,20,8,20,30,36,2,28,44,25,1,63,23,3
5865,5865,0,35,22001020,1011011101001,0,0,6,2,2,0,13,0,7,6,19,2,17,37,35,24,9,36,43,25
5866,2933,1,33,11000122,101101110101,2,3,0,7,8,9,7,12,4,19,10,22,9,19,18,42,5,52,22,13
5867,5867,0,26,22001022,1011011101011,2,2,1,4,4,2,15,2,9,8,21,4,19,39,37,26,11,38,45,27
5868,1467,2,50,2000100,10110111011,0,2,4,4,11,5,4,18,17,10,24,32,5,10,36,51,3,60,47,7
5869,5869,0,50,22001101,1011011101101,1,4,3,6,6,4,17,4,11,10,23,6,21,41,39,28,13,40,47,29
5870,2935,1,50,11000201,101101110111,1,0,2,9,10,11,9,14,6,21,12,24,11,21,20,44,7,54,24,15
5871,5871,0,26,22001110,1011011101111,0,1,5,8,8,6,0,6,13,12,25,8,23,43,41,30,15,42,49,31
5872,367,4,14,111121,101101111,1,2,3,4,3,10,6,22,19,26,34,39,23,38,49,13,1,32,12,2
5873,5873,0,33,22001112,1011011110001,2,3,0,10,10,8,2,8,15,14,27,10,25,45,43,32,17,44,51,33
5874,2937,1,16,11000210,101101111001,0,2,4,0,12,13,11,16,8,23,14,26,13,23,22,46,9,56,26,17
5875,5875,0,16,22001121,1011011110011,1,0,2,1,12,10,4,10,17,16,29,12,27,0,45,34,19,46,53,35
5876,1469,2,14,2000102,10110111101,2,4,6,6,0,7,6,20,19,12,26,34,7,12,38,53,5,62,49,9
5877,5877,0,14,22001200,1011011110101,0,2,4,3,1,12,6,12,19,18,31,14,29,2,47,36,21,48,55,37
5878,2939,1,26,11000212,101101111011,2,4,6,2,1,15,13,18,10,25,16,28,15,25,24,48,11,58,28,19
5879,5879,0,26,22001202,1011011110111,2,4,6,5,3,14,8,14,21,20,33,16,31,4,49,38,23,50,57,39
5880,735,3,14,1000020,1011011111,0,0,0,9,7,4,13,22,10,22,32,38,4,30,46,27,3,65,25,5
5881,5881,0,14,22001211,1011011111001,1,1,1,7,5,16,10,16,23,22,35,18,33,6,51,40,25,52,59,41
5882,2941,1,14,11000221,101101111101,1,1,1,4,3,0,15,20,12,27,18,30,17,27,26,50,13,60,30,21
5883,5883,0,50,22001220,1011011111011,0,3,3,9,7,1,12,18,25,24,0,20,35,8,0,42,27,54,61,43
5884,1471,2,62,2000111,10110111111,1,1,1,8,2,9,8,22,21,14,28,36,9,14,40,55,7,64,51,11
5885,5885,0,62,22001222,1011011111101,2,0,5,0,9,3,14,20,27,26,2,22,37,10,2,44,29,56,63,45
5886,2943,1,62,11001000,101101111111,0,3,3,6,5,2,17,22,14,29,20,32,19,29,28,52,15,62,32,23
5887,5887,0,43,22002001,1011011111111,1,2,0,2,11,5,16,22,0,28,4,24,39,12,4,46,31,58,65,47
5888,23,8,4,212,10111,2,3,2,1,10,6,4,0,23,23,23,23,23,23,23,23,23,23,23,23
5889,5889,0,33,22002010,1011100000001,0,4,2,4,0,7,18,1,2,30,6,26,41,14,6,48,33,60,67,49
5890,2945,1,26,11001002,101110000001,2,0,5,8,7,4,0,1,16,0,22,34,21,31,30,54,17,64,34,25
5891,5891,0,26,22002012,1011100000011,2,1,4,6,2,9,1,3,4,1,8,28,0,16,8,50,35,62,69,51
5892,1473,2,33,2000120,10111000001,0,3,3,10,4,11,10,1,23,16,30,38,11,16,42,57,9,66,53,13
5893,5893,0,33,22002021,1011100000101,1,3,6,8,4,11,3,5,6,3,10,30,2,18,10,52,37,64,0,53
5894,2947,1,33,11001011,101110000011,1,2,0,10,9,6,2,3,18,2,24,36,23,33,32,56,19,66,36,27
5895,5895,0,26,22002100,1011100000111,0,0,1,10,6,13,5,7,8,5,12,32,4,20,12,54,39,66,2,55
5896,737,3,50,1000022,1011100001,2,2,2,0,9,6,15,1,12,24,34,40,6,32,48,29,5,0,27,7
5897,5897,0,26,22002102,1011100001001,2,2,3,1,8,15,7,9,10,7,14,34,6,22,14,56,41,1,4,57
5898,2949,1,50,11001020,101110000101,0,4,2,1,11,8,4,5,20,4,26,38,25,35,34,58,21,1,38,29
5899,5899,0,14,22002111,1011100001011,1,4,5,3,10,0,9,11,12,9,16,36,8,24,16,58,43,3,6,59
5900,1475,2,50,2000122,10111000011,2,0,5,1,6,13,12,3,25,18,32,40,13,18,44,0,11,1,55,15
5901,5901,0,50,22002120,1011100001101,0,1,0,5,12,2,11,13,14,11,18,38,10,26,18,1,45,5,8,61
5902,2951,1,33,11001022,101110000111,2,1,4,3,0,10,6,7,22,6,28,40,27,37,36,1,23,3,40,31
5903,5903,0,33,22002122,1011100001111,2,3,2,7,1,4,13,15,16,13,20,40,12,28,20,3,47,7,10,63
5904,369,4,4,111200,101110001,0,4,5,6,5,12,8,1,21,28,36,0,25,40,51,15,3,34,14,4
5905,5905,0,50,22002201,1011100010001,1,0,4,9,3,6,15,17,18,15,22,1,14,30,22,5,49,9,12,65
5906,2953,1,43,11001101,101110001001,1,3,6,5,2,12,8,9,24,8,30,1,29,39,38,3,25,5,42,33
5907,5907,0,43,22002210,1011100010011,0,2,6,0,5,8,17,19,20,17,24,3,16,32,24,7,51,11,14,67
5908,1477,2,4,2000201,10111000101,1,2,0,3,8,15,14,5,27,20,34,1,15,20,46,2,13,3,57,17
5909,5909,0,4,22002212,1011100010101,2,4,1,2,7,10,0,21,22,19,26,5,18,34,26,9,53,13,16,69
5910,2955,1,50,11001110,101110001011,0,0,1,7,4,14,10,11,26,10,32,3,31,41,40,5,27,7,44,35
5911,5911,0,50,22002221,1011100010111,1,1,3,4,9,12,2,0,24,21,28,7,20,36,28,11,55,15,18,71
5912,739,3,4,1000101,1011100011,1,4,4,2,11,8,17,3,14,26,36,1,8,34,50,31,7,2,29,9
5913,5913,0,26,22010000,1011100011001,0,3,5,6,11,14,4,2,26,23,30,9,22,38,30,13,57,17,20,0
5914,2957,1,4,11001112,101110001101,2,2,3,9,6,16,12,13,28,12,34,5,33,43,42,7,29,9,46,37
5915,5915,0,62,22010002,1011100011011,2,0,0,8,0,16,6,4,28,25,32,11,24,40,32,15,59,19,22,2
5916,1479,2,33,2000210,10111000111,0,4,2,5,10,0,16,7,0,22,36,3,17,22,48,4,15,5,59,19
5917,5917,0,33,22010011,1011100011101,1,2,2,10,2,1,8,6,1,27,34,13,26,42,34,17,0,21,24,4
5918,2959,1,33,11001121,101110001111,1,4,5,0,8,1,14,15,1,14,36,7,35,45,44,9,31,11,48,39
5919,5919,0,62,22010020,1011100011111,0,4,4,1,4,3,10,8,3,29,36,15,28,44,36,19,2,23,26,6
5920,185,5,14,20212,10111001,2,0,3,9,3,15,14,1,11,30,0,21,13,44,26,8,2,51,43,39
5921,5921,0,67,22010022,1011100100001,2,1,6,3,6,5,12,10,5,0,1,17,30,46,38,21,4,25,28,8
5922,2961,1,9,11001200,101110010001,0,1,0,2,10,3,16,17,3,16,1,9,37,0,46,11,33,13,50,41
5923,5923,0,9,22010101,1011100100011,1,3,1,5,8,7,14,12,7,2,3,19,32,1,40,23,6,27,30,10
5924,1481,2,9,2000212,10111001001,2,1,4,7,12,2,18,9,2,24,1,5,19,24,50,6,17,7,61,21
5925,5925,0,9,22010110,1011100100101,0,0,3,7,10,9,16,14,9,4,5,21,34,3,42,25,8,29,32,12
5926,2963,1,9,11001202,101110010011,2,3,2,4,12,5,18,19,5,18,3,11,39,2,48,13,35,15,52,43
5927,5927,0,23,22010112,1011100100111,2,2,5,9,12,11,18,16,11,6,7,23,36,5,44,27,10,31,34,14
5928,741,3,14,1000110,1011100101,0,1,6,4,0,10,0,5,16,28,1,3,10,36,52,33,9,4,31,11
5929,5929,0,67,22010121,1011100101001,1,4,0,0,1,13,1,18,13,8,9,25,38,7,46,29,12,33,36,16
5930,2965,1,14,11001211,101110010101,1,0,4,6,1,7,1,21,7,20,5,13,41,4,50,15,37,17,54,45
5931,5931,0,9,22010200,1011100101011,0,1,2,2,3,15,3,20,15,10,11,27,40,9,48,31,14,35,38,18
5932,1483,2,50,2000221,10111001011,1,3,6,9,1,4,1,11,4,26,3,7,21,26,52,8,19,9,63,23
5933,5933,0,50,22010202,1011100101101,2,3,4,4,5,0,5,22,17,12,13,29,42,11,50,33,16,37,40,20
5934,2967,1,50,11001220,101110010111,0,2,6,8,3,9,3,0,9,22,7,15,0,6,52,17,39,19,56,47
5935,5935,0,33,22010211,1011100101111,1,0,6,6,7,2,7,1,19,14,15,31,1,13,52,35,18,39,42,22
5936,371,4,14,111202,101110011,2,1,0,8,7,14,10,3,23,30,1,2,27,42,0,17,5,36,16,6
5937,5937,0,50,22010220,1011100110001,0,2,1,8,9,4,9,3,21,16,17,33,3,15,1,37,20,41,44,24
5938,2969,1,50,11001222,101110011001,2,4,1,10,5,11,5,2,11,24,9,17,2,8,1,19,41,21,58,49
5939,5939,0,50,22010222,1011100110011,2,4,3,10,11,6,11,5,23,18,19,35,5,17,3,39,22,43,46,26
5940,1485,2,14,2001000,10111001101,0,0,1,0,3,6,3,13,6,28,5,9,23,28,1,10,21,11,65,25
5941,5941,0,14,22011001,1011100110101,1,1,5,1,0,8,13,7,25,20,21,37,7,19,5,41,24,45,48,28
5942,2971,1,14,11002001,101110011011,1,1,3,1,7,13,7,4,13,26,11,19,4,10,3,21,43,23,60,51
5943,5943,0,14,22011010,1011100110111,0,3,0,3,2,10,15,9,27,22,23,39,9,21,7,43,26,47,50,30
5944,743,3,33,1000112,1011100111,2,3,1,6,2,12,2,7,18,30,3,5,12,38,1,35,11,6,33,13
5945,5945,0,14,22011012,1011100111001,2,0,2,5,4,12,17,11,0,24,25,0,11,23,9,45,28,49,52,32
5946,2973,1,33,11002010,101110011101,0,3,5,3,9,15,9,6,15,28,13,21,6,12,5,23,45,25,62,53
5947,5947,0,50,22011021,1011100111011,1,2,4,7,6,14,0,13,2,26,27,2,13,25,11,47,30,51,54,34
5948,1487,2,33,2001002,10111001111,2,2,3,2,5,8,5,15,8,30,7,11,25,30,3,12,23,13,67,27
5949,5949,0,33,22011100,1011100111101,0,4,6,9,8,16,2,15,4,28,29,4,15,27,13,49,32,53,56,36
5950,2975,1,14,11002012,101110011111,2,0,0,5,11,0,11,8,17,30,15,23,8,14,7,25,47,27,64,55
5951,5951,0,14,22011102,1011100111111,2,1,1,0,10,1,4,17,6,30,31,6,17,29,15,51,34,55,58,38
5952,93,6,4,10110,1011101,0,3,2,5,2,8,17,1,6,0,19,11,7,46,40,34,32,26,22,20
5953,5953,0,14,22011111,1011101000001,1,3,3,2,12,3,6,19,8,1,33,8,19,31,17,53,36,57,60,40
5954,2977,1,50,11002021,101110100001,1,2,2,7,0,2,13,10,19,1,17,25,10,16,9,27,49,29,66,57
5955,5955,0,50,22011120,1011101000011,0,0,5,4,1,5,8,21,10,3,35,10,21,33,19,55,38,59,62,42
5956,1489,2,14,2001011,10111010001,1,4,5,4,7,10,7,17,10,1,9,13,27,32,5,14,25,15,69,29
5957,5957,0,14,22011122,1011101000101,2,2,0,6,3,7,10,0,12,5,0,12,23,35,21,57,40,61,64,44
5958,2979,1,14,11002100,101110100011,0,4,4,9,2,4,15,12,21,3,19,27,12,18,11,29,51,31,68,59
5959,5959,0,43,22011201,1011101000111,1,4,2,8,5,9,12,2,14,7,2,14,25,37,23,0,42,63,66,46
5960,745,3,31,1000121,1011101001,1,0,3,8,4,14,4,9,20,1,5,7,14,40,3,37,13,8,35,15
5961,5961,0,14,22011210,1011101001001,0,1,4,10,7,11,14,4,16,9,4,16,27,39,25,2,44,65,68,48
5962,2981,1,31,11002102,101110100101,2,1,6,0,4,6,17,14,23,5,21,29,14,20,13,31,53,33,70,61
5963,5963,0,14,22011212,1011101001011,2,3,6,1,9,13,16,6,18,11,6,18,29,41,27,4,46,0,70,50
5964,1491,2,31,2001020,10111010011,0,1,0,6,9,12,9,19,12,3,11,15,29,34,7,16,27,17,0,31
5965,5965,0,31,22011221,1011101001101,1,0,1,3,11,15,18,8,20,13,8,20,31,43,29,6,48,2,1,52
5966,2983,1,50,11002111,101110100111,1,3,1,2,6,8,0,16,25,7,23,31,16,22,15,33,55,35,1,63
5967,5967,0,50,22012000,1011101001111,0,2,3,5,0,0,1,10,22,15,10,22,33,45,31,8,50,4,3,54
5968,373,4,4,111211,101110101,1,3,2,10,9,16,12,5,25,1,3,4,29,44,2,19,7,38,18,8
5969,5969,0,31,22012002,1011101010001,2,4,5,7,2,2,3,12,24,17,12,24,35,0,33,10,52,6,5,56
5970,2985,1,50,11002120,101110101001,0,0,3,4,8,10,2,18,27,9,25,33,18,24,17,35,57,37,3,65
5971,5971,0,50,22012011,1011101010011,1,1,0,9,4,4,5,14,26,19,14,26,37,2,35,12,54,8,7,58
5972,1493,2,4,2001022,10111010101,2,3,2,8,11,14,11,21,14,5,13,17,31,36,9,18,29,19,2,33
5973,5973,0,4,22012020,1011101010101,0,3,2,0,6,6,7,16,28,21,16,28,39,4,37,14,56,10,9,60
5974,2987,1,14,11002122,101110101011,2,2,5,6,10,12,4,20,0,11,27,35,20,26,19,37,59,39,5,67
5975,5975,0,14,22012022,1011101010111,2,0,4,2,8,8,9,18,1,23,18,30,41,6,39,16,58,12,11,62
5976,747,3,14,1000200,1011101011,0,2,5,10,6,16,6,11,22,3,7,9,16,42,5,39,15,10,37,17
5977,5977,0,14,22012101,1011101011001,1,2,6,4,10,10,11,20,3,25,20,32,0,8,41,18,60,14,13,64
5978,2989,1,14,11002201,101110101101,1,4,0,8,12,14,6,22,2,13,29,37,22,28,21,39,0,41,7,69
5979,5979,0,16,22012110,1011101011011,0,4,1,6,12,12,13,22,5,27,22,34,2,10,43,20,1,16,15,66
5980,1495,2,14,2001101,10111010111,1,0,4,10,0,16,13,0,16,7,15,19,33,38,11,20,31,21,4,35
5981,5981,0,14,22012112,1011101011101,2,1,3,8,1,14,15,1,7,29,24,36,4,12,45,22,3,18,17,68
5982,2991,1,14,11002210,101110101111,0,1,2,10,1,16,8,1,4,15,31,39,24,30,23,41,2,43,9,71
5983,5983,0,14,22012121,1011101011111,1,3,5,10,3,16,17,3,9,0,26,38,6,14,47,24,5,20,19,70
5984,187,5,14,20221,10111011,1,2,5,0,5,0,16,3,13,1,2,23,15,46,28,10,4,53,45,41
5985,5985,0,31,22012200,1011101100001,0,0,0,1,5,1,0,5,11,2,28,40,8,16,49,26,7,22,21,72
5986,2993,1,14,11002212,101110110001,2,3,4,1,3,1,10,3,6,17,33,0,26,32,25,43,4,45,11,0
5987,5987,0,14,22012202,1011101100011,2,2,2,3,7,3,2,7,13,4,30,1,10,18,51,28,9,24,23,1
5988,1497,2,14,2001110,10111011001,0,2,6,1,2,1,15,2,18,9,17,21,35,40,13,22,33,23,6,37
5989,5989,0,14,22012211,1011101100101,1,4,4,5,9,5,4,9,15,6,32,3,12,20,0,30,11,26,25,3
5990,2995,1,14,11002221,101110110011,1,0,6,3,5,3,12,5,8,19,35,2,28,34,27,45,6,47,13,2
5991,5991,0,31,22012220,1011101100111,0,1,6,7,11,7,6,11,17,8,34,5,14,22,2,32,13,28,27,5
5992,749,3,14,1000202,1011101101,2,4,0,1,8,1,8,13,24,5,9,11,18,44,7,41,17,12,39,19
5993,5993,0,26,22012222,1011101101001,2,3,1,9,0,9,8,13,19,10,36,7,16,24,4,34,15,30,29,7
5994,2997,1,14,11010000,101110110101,0,2,1,5,7,5,14,7,10,21,0,4,30,36,29,47,8,49,15,4
5995,5995,0,26,22020001,1011101101011,1,0,3,0,2,11,10,15,21,12,1,9,18,26,6,36,17,32,31,9
5996,1499,2,14,2001112,10111011011,2,4,1,3,4,3,17,4,20,11,19,23,37,42,15,24,35,25,8,39
5997,5997,0,14,22020010,1011101101101,0,2,5,2,4,13,12,17,23,14,3,11,20,28,8,38,19,34,33,11
5998,2999,1,14,11010002,101110110111,2,4,3,7,9,7,16,9,12,23,2,6,32,38,31,49,10,51,17,6
5999,5999,0,67,22020012,1011101101111,2,4,0,4,6,15,14,19,25,16,5,13,22,30,10,40,21,36,35,13
6000,375,4,14,111220,101110111,0,0,4,1,11,1,14,7,27,3,5,6,31,46,4,21,9,40,20,10
6001,6001,0,14,22020021,1011101110001,1,1,2,6,8,0,16,21,27,18,7,15,24,32,12,42,23,38,37,15
6002,3001,1,11,11010011,101110111001,1,1,5,9,11,9,18,11,14,25,4,8,34,40,33,51,12,53,19,8
6003,6003,0,11,22020100,1011101110011,0,3,4,8,10,2,18,0,0,20,9,17,26,34,14,44,25,40,39,17
6004,1501,2,14,2001121,10111011101,1,1,3,5,6,5,0,6,22,13,21,25,39,44,17,26,37,27,10,41
6005,6005,0,14,22020102,1011101110101,2,0,6,10,12,4,1,2,2,22,11,19,28,36,16,46,27,42,41,19
6006,3003,1,11,11010020,101110111011,0,3,0,0,0,11,1,13,16,27,6,10,36,42,35,53,14,55,21,10
6007,6007,0,11,22020111,1011101110111,1,2,1,1,1,6,3,4,4,24,13,21,30,38,18,48,29,44,43,21
6008,751,3,50,1000211,1011101111,1,1,2,3,10,3,10,15,26,7,11,13,20,46,9,43,19,14,41,21
6009,6009,0,31,22020120,1011101111001,0,4,3,3,3,8,5,6,6,26,15,23,32,40,20,50,31,46,45,23
6010,3005,1,50,11010022,101110111101,2,0,2,2,2,13,3,15,18,29,8,12,38,44,37,55,16,57,23,12
6011,6011,0,11,22020122,1011101111011,2,1,5,5,5,10,7,8,8,28,17,25,34,42,22,52,33,48,47,25
6012,1503,2,50,2001200,10111011111,0,3,5,7,8,7,2,8,24,15,23,27,41,46,19,28,39,29,12,43
6013,6013,0,50,22020201,1011101111101,1,3,0,7,7,12,9,10,10,30,19,27,36,44,24,54,35,50,49,27
6014,3007,1,55,11010101,101110111111,1,2,4,4,4,15,5,17,20,0,10,14,40,46,39,57,18,59,25,14
6015,6015,0,55,22020210,1011101111111,0,0,2,9,9,14,11,12,12,1,21,29,38,46,26,56,37,52,51,29
6016,47,7,38,1202,101111,2,2,5,3,8,13,9,1,18,16,10,6,4,0,47,47,47,47,47,47
6017,6017,0,67,22020212,1011110000001,2,2,4,0,11,16,13,14,14,3,23,31,40,1,28,58,39,54,53,31
6018,3009,1,11,11010110,101111000001,0,4,6,6,6,0,7,19,22,2,12,16,42,1,41,0,20,61,27,16
6019,6019,0,11,22020221,1011110000011,1,4,6,2,0,1,15,16,16,5,25,33,42,3,30,1,41,56,55,33
6020,1505,2,11,2001202,10111100001,2,0,0,9,10,9,4,10,26,17,25,29,0,1,21,30,41,31,14,45
6021,6021,0,11,22021000,1011110000101,0,1,1,4,2,3,17,18,18,7,27,35,1,5,32,3,43,58,57,35
6022,3011,1,11,11010112,101111000011,2,1,1,8,8,2,9,21,24,4,14,18,1,3,43,2,22,63,29,18
6023,6023,0,11,22021002,1011110000111,2,3,3,6,4,5,0,20,20,9,29,37,3,7,34,5,45,60,59,37
6024,753,3,4,1000220,1011110001,0,3,4,5,12,5,12,17,28,9,13,15,22,1,11,45,21,16,43,23
6025,6025,0,31,22021011,1011110001001,1,0,5,8,6,7,2,22,22,11,31,39,5,9,36,7,47,62,61,39
6026,3013,1,4,11010121,101111000101,1,3,3,10,10,4,11,0,26,6,16,20,3,5,45,4,24,65,31,20
6027,6027,0,67,22021020,1011110001011,0,2,0,10,8,9,4,1,24,13,33,0,7,11,38,9,49,64,63,41
6028,1507,2,4,2001211,10111100011,1,2,2,0,12,11,6,12,28,19,27,31,2,3,23,32,43,33,16,47
6029,6029,0,4,22021022,1011110001101,2,4,2,1,10,11,6,3,26,15,35,2,9,13,40,11,51,66,65,43
6030,3015,1,31,11010200,101111000111,0,0,5,1,12,6,13,2,28,8,18,22,5,7,47,6,26,0,33,22
6031,6031,0,31,22021101,1011110001111,1,1,4,3,12,13,8,5,28,17,0,4,11,15,42,13,53,1,67,45
6032,377,4,21,111222,101111001,2,2,6,3,0,3,16,9,0,5,7,8,33,1,6,23,11,42,22,12
6033,6033,0,11,22021110,1011110010001,0,3,6,5,1,15,10,7,1,19,2,6,13,17,44,15,55,3,69,47
6034,3017,1,11,11010202,101111001001,2,2,0,3,1,8,15,4,1,10,20,24,7,9,49,8,28,2,35,24
6035,6035,0,11,22021112,1011110010011,2,0,1,7,3,0,12,9,3,21,4,8,15,19,46,17,57,5,0,49
6036,1509,2,21,2001220,10111100101,0,4,4,2,1,13,8,14,1,21,29,33,4,5,25,34,45,35,18,49
6037,6037,0,21,22021121,1011110010101,1,2,3,9,5,2,14,11,5,23,6,10,17,21,48,19,59,7,2,51
6038,3019,1,21,11010211,101111001011,1,4,2,5,3,10,17,6,3,12,22,26,9,11,51,10,30,4,37,26
6039,6039,0,21,22021200,1011110010111,0,4,5,0,7,4,16,13,7,25,8,12,19,23,50,21,0,9,4,53
6040,755,3,21,1000222,1011110011,2,0,6,7,1,7,14,19,1,11,15,17,24,3,13,47,23,18,45,25
6041,6041,0,21,22021202,1011110011001,2,1,0,2,9,6,18,15,9,27,10,14,21,25,52,23,2,11,6,55
6042,3021,1,21,11010220,101111001101,0,1,4,7,5,12,0,8,5,14,24,28,11,13,0,12,32,6,39,28
6043,6043,0,43,22021211,1011110011011,1,3,2,4,11,8,1,17,11,29,12,16,23,27,1,25,4,13,8,57
6044,1511,2,31,2001222,10111100111,2,1,6,4,3,15,10,16,3,23,31,35,6,7,27,36,47,37,20,51
6045,6045,0,31,22021220,1011110011101,0,0,4,6,0,10,3,19,13,0,14,18,25,29,3,27,6,15,10,59
6046,3023,1,31,11010222,101111001111,2,3,6,9,7,14,2,10,7,16,26,30,13,15,2,14,34,8,41,30
6047,6047,0,31,22021222,1011110011111,2,2,6,8,2,12,5,21,15,2,16,20,27,31,5,29,8,17,12,61
6048,189,5,38,21000,10111101,0,4,0,2,7,2,18,5,15,3,4,25,17,1,30,12,6,55,47,43
6049,6049,0,21,22022001,1011110100001,1,4,1,10,4,14,7,0,17,4,18,22,29,33,7,31,10,19,14,63
6050,3025,1,21,11011001,101111010001,1,0,1,0,9,16,4,12,9,18,28,32,15,17,4,16,36,10,43,32
6051,6051,0,21,22022010,1011110100011,0,1,3,1,6,16,9,2,19,6,20,24,31,35,9,33,12,21,16,65
6052,1513,2,21,2002001,10111101001,1,3,1,6,5,0,12,18,5,25,33,37,8,9,29,38,49,39,22,53
6053,6053,0,21,22022012,1011110100101,2,3,5,3,8,1,11,4,21,8,22,26,33,37,11,35,14,23,18,67
6054,3027,1,21,11011010,101111010011,0,2,3,2,11,1,6,14,11,20,30,34,17,19,6,18,38,12,45,34
6055,6055,0,31,22022021,1011110100111,1,0,0,5,10,3,13,6,23,10,24,28,35,39,13,37,16,25,20,69
6056,757,3,38,1001001,1011110101,1,2,1,9,3,9,16,21,3,13,17,19,26,5,15,49,25,20,47,27
6057,6057,0,67,22022100,1011110101001,0,2,2,7,12,5,15,8,25,12,26,30,37,41,15,39,18,27,22,71
6058,3029,1,38,11011012,101111010101,2,4,5,4,0,3,8,16,13,22,32,36,19,21,8,20,40,14,47,36
6059,6059,0,50,22022102,1011110101011,2,4,4,9,1,7,17,10,27,14,28,32,39,43,17,41,20,29,24,0
6060,1515,2,50,2002010,10111101011,0,0,3,8,7,2,14,20,7,27,35,39,10,11,31,40,51,41,24,55
6061,6061,0,50,22022111,1011110101101,1,1,6,0,3,9,0,12,0,16,30,34,41,45,19,43,22,31,26,2
6062,3031,1,50,11011021,101111010111,1,1,0,6,2,5,10,18,15,24,34,38,21,23,10,22,42,16,49,38
6063,6063,0,50,22022120,1011110101111,0,3,1,2,5,11,2,14,2,18,32,36,0,0,21,45,24,33,28,4
6064,379,4,19,112001,101111011,1,4,1,5,2,5,18,11,2,7,9,10,35,3,8,25,13,44,24,14
6065,6065,0,4,22022122,1011110110001,2,0,3,4,7,13,4,16,4,20,34,38,2,2,23,47,26,35,30,6
6066,3033,1,4,11011100,101111011001,0,3,2,8,4,7,12,20,17,26,36,40,23,25,12,24,44,18,51,40
6067,6067,0,4,22022201,1011110110011,1,2,5,6,9,15,6,18,6,22,36,40,4,4,25,49,28,37,32,8
6068,1517,2,19,2002012,10111101101,2,2,5,10,9,4,16,22,9,29,0,0,12,13,33,42,53,43,26,57
6069,6069,0,19,22022210,1011110110101,0,4,0,8,11,0,8,20,8,24,1,1,6,6,27,51,30,39,34,10
6070,3035,1,55,11011102,101111011011,2,0,4,10,6,9,14,22,19,28,1,1,25,27,14,26,46,20,53,42
6071,6071,0,55,22022212,1011110110111,2,1,2,10,0,2,10,22,10,26,3,3,8,8,29,53,32,41,36,12
6072,759,3,19,1001010,1011110111,0,4,3,0,5,11,18,0,5,15,19,21,28,7,17,51,27,22,49,29
6073,6073,0,19,22022221,1011110111001,1,3,4,1,2,4,12,1,12,28,5,5,10,10,31,55,34,43,38,14
6074,3037,1,19,11011111,101111011101,1,2,6,1,8,11,16,1,21,30,3,3,27,29,16,28,48,22,55,44
6075,6075,0,19,22100000,1011110111011,0,0,6,3,4,6,14,3,14,30,7,7,12,12,33,57,36,45,40,16
6076,1519,2,55,2002021,10111101111,1,4,0,1,11,6,18,1,11,0,2,2,14,15,35,44,55,45,28,59
6077,6077,0,55,22100002,1011110111101,2,2,1,5,6,8,16,5,16,1,9,9,14,14,35,0,38,47,42,18
6078,3039,1,55,11011120,101111011111,0,4,1,3,10,13,18,3,23,1,5,5,29,31,18,30,50,24,57,46
6079,6079,0,21,22100011,1011110111111,1,4,3,7,8,10,18,7,18,3,11,11,16,16,37,2,40,49,44,20
6080,95,6,38,10112,1011111,2,0,4,7,4,10,0,3,8,2,21,13,9,1,42,36,34,28,24,22
6081,6081,0,19,22100020,1011111000001,0,1,5,9,10,12,1,9,20,5,13,13,18,18,39,4,42,51,46,22
6082,3041,1,55,11011122,101111100001,2,1,3,5,12,15,1,5,25,3,7,7,31,33,20,32,52,26,59,48
6083,6083,0,55,22100022,1011111000011,2,3,0,0,12,14,3,11,22,7,15,15,20,20,41,6,44,53,48,24
6084,1521,2,38,2002100,10111110001,0,1,2,3,0,8,1,3,13,2,4,4,16,17,37,46,57,47,30,61
6085,6085,0,38,22100101,1011111000101,1,0,2,2,1,16,5,13,24,9,17,17,22,22,43,8,46,55,50,26
6086,3043,1,38,11011201,101111100011,1,3,5,7,1,0,3,7,27,5,9,9,33,35,22,34,54,28,61,50
6087,6087,0,55,22100110,1011111000111,0,2,4,4,3,1,7,15,26,11,19,19,24,24,45,10,48,57,52,28
6088,761,3,9,1001012,1011111001,2,1,5,2,7,13,1,2,7,17,21,23,30,9,19,53,29,24,51,31
6089,6089,0,19,22100112,1011111001001,2,4,6,6,5,3,9,17,28,13,21,21,26,26,47,12,50,59,54,30
6090,3045,1,9,11011210,101111100101,0,0,0,9,3,2,5,9,0,7,11,11,35,37,24,36,56,30,63,52
