# Integer factorization table

n     - a positive integer
fact  - the prime factors of n, indented by distance from the nearest prime
π     - the prime counting function π(n), the number of primes less than or equal to n
π~    - an estimate of the prime counting function π(n), the number of primes less than or equal to n: n / (log n - 1)
R     - the Riemann R function R(n)
Li    - the logarithmic integral Li(n)
θ     - the Chebyshev θ(n) function, the sum of log p for primes p ≤ n
ψ     - the Chebyshev ψ(n) function, the sum of log p for prime powers p^k ≤ n
Λ     - the von Mangoldt function of n, Λ(n)
τ     - the number of divisors of n, τ(n)
σ     - the sum of divisors of n, σ(n)
φ     - the Euler totient of n, φ(n)
λ     - the Carmichael function of n, λ(n)
Dψ    - the Dedekind ψ(n) function
μ     - the Möbius function of n, which is 1 if n is a product of an even number of distinct primes, -1 if odd, and 0 if any prime is repeated
ω     - the number of distinct prime factors of n, ω(n)
Ω     - the total number of prime factors of n, counting multiplicity, Ω(n)
λ     - the Liouville function of n, λ(n) = (-1)^Ω(n)
M     - the Mertens function M(n)
m*    - the prime residues of n modulo a set of primes
psym  - the symmetric primes at equal offsets around n
rad   - the radical of n, the product of its unique prime factors
mask  - the mask of prime factors (radical) of n, as a string

```csv
    n, fact,                  π,       π~,        R,       Li,        θ,         ψ,      Λ,   τ,     σ,     φ,     λ,    Dψ,   μ,  ω,  Ω,   λ,    M, m2, m3, m5, m7, m11, m13, m17, m19, m23, m29, m31, psym,                                rad, mask
  565,   5⋅113,             103,  105.868,  104.373,  112.150,  524.777,   555.703,  0.000,   4,   684,   448,   112,   684,   1,  2,  2,   1,    5,  1,  1,  0,  5,   4,   6,   4,  14,  13,  14,   7, 42 66 78 108 126 144 168 186 …,      565,   X                          X
  566,    2⋅283,            103,  106.020,  104.527,  112.307,  524.777,   555.703,  0.000,   4,   852,   282,   282,   852,   1,  2,  2,   1,    6,  0,  2,  1,  6,   5,   7,   5,  15,  14,  15,   8, 3 75 87 117 135 177 207 255 …,       566, X                                                           X
  567,   3⁴⋅7,              103,  106.173,  104.680,  112.465,  524.777,   555.703,  0.000,  10,   968,   324,    54,   864,   0,  2,  5,  -1,    6,  1,  0,  2,  0,   6,   8,   6,  16,  15,  16,   9, 4 10 20 26 46 64 76 80 …,             21,  X X
  568,  2³⋅71,              103,  106.325,  104.834,  112.623,  524.777,   555.703,  0.000,   8,  1080,   280,    70,   864,   0,  2,  4,   1,    6,  0,  1,  3,  1,   7,   9,   7,  17,  16,  17,  10, 45 105 159 171 189 201 219 255 …,    142, X                  X
  569, 569,                 104,  106.477,  104.987,  112.780,  531.120,   562.047,  6.344,   2,   570,   568,   568,   570,  -1,  1,  1,  -1,    5,  1,  2,  4,  2,   8,  10,   8,  18,  17,  18,  11, 48 78 90 108 150 252 258 288 …,      569,                                                                                                        X
  570,  2⋅3⋅5⋅19,           104,  106.629,  105.141,  112.938,  531.120,   562.047,  0.000,  16,  1440,   144,    36,  1440,   1,  4,  4,   1,    6,  0,  0,  0,  3,   9,  11,   9,   0,  18,  19,  12, 1 7 23 29 47 49 61 71 …,             570, XXX    X
  571, 571,                 105,  106.781,  105.294,  113.096,  537.468,   568.394,  6.347,   2,   572,   570,   570,   572,  -1,  1,  1,  -1,    5,  1,  1,  1,  4,  10,  12,  10,   1,  19,  20,  13, 30 48 72 138 162 198 240 258 …,      571,                                                                                                         X
  572,  2²⋅11⋅13,           105,  106.933,  105.447,  113.253,  537.468,   568.394,  0.000,  12,  1176,   240,    60,  1007,   0,  3,  4,   1,    5,  0,  2,  2,  5,   0,   0,  11,   2,  20,  21,  14, 15 69 81 105 111 129 171 189 …,      286, X   XX
  573,   3⋅191,             105,  107.085,  105.601,  113.411,  537.468,   568.394,  0.000,   4,   768,   380,   190,   767,   1,  2,  2,   1,    6,  1,  0,  3,  6,   1,   1,  12,   3,  21,  22,  15, 4 26 70 74 86 110 154 184 …,         573,  X                                        X
  574,    2⋅7⋅41,           105,  107.237,  105.754,  113.568,  537.468,   568.394,  0.000,   8,  1008,   240,   120,  1008,  -1,  3,  3,  -1,    5,  0,  1,  4,  0,   2,   2,  13,   4,  22,  23,  16, 3 27 33 87 117 135 153 165 …,        574, X  X        X
  575,   5²⋅23,             105,  107.389,  105.907,  113.725,  537.468,   568.394,  0.000,   6,   744,   440,   220,   719,   0,  2,  3,  -1,    5,  1,  2,  0,  1,   3,   3,  14,   5,   0,  24,  17, 12 18 66 72 84 108 126 144 …,        115,   X     X
  576,  2⁶⋅3²,              105,  107.541,  106.060,  113.883,  537.468,   568.394,  0.000,  21,  1651,   192,    48,  1152,   0,  2,  8,   1,    5,  0,  0,  1,  2,   4,   4,  15,   6,   1,  25,  18, 55 67 77 85 97 115 133 143 …,          6, XX
  577, 577,                 106,  107.693,  106.213,  114.040,  543.826,   574.752,  6.358,   2,   578,   576,   576,   578,  -1,  1,  1,  -1,    4,  1,  1,  2,  3,   5,   5,  16,   7,   2,  26,  19, 30 36 54 114 156 180 210 246 …,      577,                                                                                                          X
  578,  2⋅17²,              106,  107.844,  106.366,  114.197,  543.826,   574.752,  0.000,   6,   921,   272,   272,   918,   0,  2,  3,  -1,    4,  0,  2,  3,  4,   6,   6,   0,   8,   3,  27,  20, 9 15 21 69 75 99 195 219 …,           34, X     X
  579,   3⋅193,             106,  107.996,  106.519,  114.355,  543.826,   574.752,  0.000,   4,   776,   384,   192,   776,   1,  2,  2,   1,    5,  1,  0,  4,  5,   7,   7,   1,   9,   4,  28,  21, 8 22 38 80 112 122 130 140 …,        579,  X                                         X
  580,    2²⋅5⋅29,          106,  108.148,  106.672,  114.512,  543.826,   574.752,  0.000,  12,  1260,   224,    28,  1080,   0,  3,  4,   1,    5,  0,  1,  0,  6,   8,   8,   2,  10,   5,   0,  22, 33 39 81 93 147 159 171 207 …,       290, X X      X
  581,     7⋅83,            106,  108.300,  106.825,  114.669,  543.826,   574.752,  0.000,   4,   672,   492,   246,   672,   1,  2,  2,   1,    6,  1,  2,  1,  0,   9,   9,   3,  11,   6,   1,  23, 12 18 60 72 78 102 120 138 …,        581,    X                  X
  582,      2⋅3⋅97,         106,  108.451,  106.978,  114.826,  543.826,   574.752,  0.000,   8,  1176,   192,    96,  1176,  -1,  3,  3,  -1,    5,  0,  0,  2,  1,  10,  10,   4,  12,   7,   2,  24, 5 11 19 25 35 59 61 79 …,            582, XX                      X
  583,     11⋅53,           106,  108.603,  107.131,  114.983,  543.826,   574.752,  0.000,   4,   648,   520,   260,   647,   1,  2,  2,   1,    6,  1,  1,  3,  2,   0,  11,   5,  13,   8,   3,  25, 36 60 126 144 150 174 186 204 …,     583,     X          X
  584,    2³⋅73,            106,  108.754,  107.284,  115.140,  543.826,   574.752,  0.000,   8,  1110,   288,    72,   888,   0,  2,  4,   1,    6,  0,  2,  4,  3,   1,  12,   6,  14,   9,   4,  26, 15 63 75 93 117 135 225 237 …,       146, X                   X
  585,   3²⋅5⋅13,           106,  108.906,  107.437,  115.297,  543.826,   574.752,  0.000,  12,  1092,   288,    12,  1007,   0,  3,  4,   1,    6,  1,  0,  0,  4,   2,   0,   7,  15,  10,   5,  27, 8 14 16 22 28 62 76 98 …,            195,  XX  X
  586,  2⋅293,              106,  109.057,  107.590,  115.454,  543.826,   574.752,  0.000,   4,   882,   292,   292,   882,   1,  2,  2,   1,    7,  0,  1,  1,  5,   3,   1,   8,  16,  11,   6,  28, 15 45 87 123 147 153 165 237 …,      586, X                                                            X
  587, 587,                 107,  109.209,  107.742,  115.611,  550.201,   581.127,  6.375,   2,   588,   586,   586,   587,  -1,  1,  1,  -1,    6,  1,  2,  2,  6,   4,   2,   9,  17,  12,   7,  29, 30 66 96 156 186 234 240 270 …,      587,                                                                                                           X
  588,  2²⋅3⋅7²,            107,  109.360,  107.895,  115.768,  550.201,   581.127,  0.000,  18,  1596,   168,    42,  1344,   0,  3,  5,  -1,    6,  0,  0,  3,  0,   5,   3,  10,  18,  13,   8,  30, 11 19 25 31 65 85 89 121 …,           42, XX X
  589,   19⋅31,             107,  109.512,  108.048,  115.924,  550.201,   581.127,  0.000,   4,   640,   540,    90,   639,   1,  2,  2,   1,    7,  1,  1,  4,  1,   6,   4,  11,   0,  14,   9,   0, 12 18 42 102 150 168 180 222 …,      589,        X  X
  590,    2⋅5⋅59,           107,  109.663,  108.200,  116.081,  550.201,   581.127,  0.000,   8,  1080,   232,   116,  1079,  -1,  3,  3,  -1,    6,  0,  2,  0,  2,   7,   5,  12,   1,  15,  10,   1, 3 27 69 87 111 129 171 207 …,        590, X X             X
  591,   3⋅197,             107,  109.814,  108.353,  116.238,  550.201,   581.127,  0.000,   4,   792,   392,   196,   791,   1,  2,  2,   1,    7,  1,  0,  1,  3,   8,   6,  13,   2,  16,  11,   2, 22 28 50 68 70 82 92 100 …,          591,  X                                          X
  592,  2⁴⋅37,              107,  109.966,  108.506,  116.395,  550.201,   581.127,  0.000,  10,  1178,   288,    36,   911,   0,  2,  5,  -1,    7,  0,  1,  2,  4,   9,   7,  14,   3,  17,  12,   3, 15 21 51 69 135 159 195 219 …,        74, X          X
  593, 593,                 108,  110.117,  108.658,  116.551,  556.586,   587.512,  6.385,   2,   594,   592,   592,   594,  -1,  1,  1,  -1,    6,  1,  2,  3,  5,  10,   8,  15,   4,  18,  13,   4, 6 24 84 90 126 150 204 234 …,        593,                                                                                                            X
  594,  2⋅3³⋅11,            108,  110.268,  108.811,  116.708,  556.586,   587.512,  0.000,  16,  1440,   180,    90,  1296,   0,  3,  5,  -1,    6,  0,  0,  4,  6,   0,   9,  16,   5,  19,  14,   5, 7 23 25 37 47 53 107 115 …,           66, XX  X
  595,   5⋅7⋅17,            108,  110.419,  108.963,  116.864,  556.586,   587.512,  0.000,   8,   864,   384,    48,   863,  -1,  3,  3,  -1,    5,  1,  1,  0,  0,   1,  10,   0,   6,  20,  15,   6, 18 24 48 96 132 138 156 162 …,       595,   XX  X
  596,    2²⋅149,           108,  110.570,  109.115,  117.021,  556.586,   587.512,  0.000,   6,  1050,   296,   148,   900,   0,  2,  3,  -1,    5,  0,  2,  1,  1,   2,  11,   1,   7,  21,  16,   7, 3 87 105 147 165 177 213 243 …,      298, X                                 X
  597,   3⋅199,             108,  110.721,  109.268,  117.177,  556.586,   587.512,  0.000,   4,   800,   396,   198,   799,   1,  2,  2,   1,    6,  1,  0,  2,  2,   3,  12,   2,   8,  22,  17,   8, 4 10 20 34 50 56 76 94 …,            597,  X                                           X
  598,  2⋅13⋅23,            108,  110.872,  109.420,  117.334,  556.586,   587.512,  0.000,   8,  1008,   264,   132,  1008,  -1,  3,  3,  -1,    5,  0,  1,  3,  3,   4,   0,   3,   9,   0,  18,   9, 21 75 111 135 141 159 189 225 …,     598, X    X  X
  599, 599,                 109,  111.023,  109.572,  117.490,  562.981,   593.907,  6.395,   2,   600,   598,   598,   600,  -1,  1,  1,  -1,    4,  1,  2,  4,  4,   5,   1,   4,  10,   1,  19,  10, 42 78 120 198 210 240 282 288 …,     599,                                                                                                             X
  600,  2³⋅3⋅5²,            109,  111.174,  109.725,  117.647,  562.981,   593.907,  0.000,  24,  1860,   160,    20,  1440,   0,  3,  6,   1,    4,  0,  0,  0,  5,   6,   2,   5,  11,   2,  20,  11, 1 7 13 31 43 53 59 77 …,              30, XXX
  601, 601,                 110,  111.325,  109.877,  117.803,  569.380,   600.306,  6.399,   2,   602,   600,   600,   602,  -1,  1,  1,  -1,    3,  1,  1,  1,  6,   7,   3,   6,  12,   3,  21,  12, 30 60 138 168 222 228 252 318 …,     601,                                                                                                              X
  602,  2⋅7⋅43,             110,  111.476,  110.029,  117.959,  569.380,   600.306,  0.000,   8,  1056,   252,    42,  1056,  -1,  3,  3,  -1,    2,  0,  2,  2,  0,   8,   4,   7,  13,   4,  22,  13, 15 39 45 81 99 141 159 171 …,        602, X  X         X
  603,   3²⋅67,             110,  111.627,  110.181,  118.115,  569.380,   600.306,  0.000,   6,   884,   396,    66,   816,   0,  2,  3,  -1,    2,  1,  0,  3,  1,   9,   5,   8,  14,   5,  23,  14, 4 10 16 40 56 80 116 124 …,          201,  X                X
  604,    2²⋅151,           110,  111.778,  110.333,  118.271,  569.380,   600.306,  0.000,   6,  1064,   300,   150,   912,   0,  2,  3,  -1,    2,  0,  1,  4,  2,  10,   6,   9,  15,   6,  24,  15, 3 27 57 105 147 165 183 207 …,       302, X                                  X
  605,   5⋅11²,             110,  111.929,  110.485,  118.428,  569.380,   600.306,  0.000,   6,   798,   440,   220,   791,   0,  2,  3,  -1,    2,  1,  2,  0,  3,   0,   7,  10,  16,   7,  25,  16, 12 36 42 48 96 114 138 156 …,         55,   X X
  606,  2⋅3⋅101,            110,  112.079,  110.638,  118.584,  569.380,   600.306,  0.000,   8,  1224,   200,   100,  1224,  -1,  3,  3,  -1,    1,  0,  0,  1,  4,   1,   8,  11,  17,   8,  26,  17, 7 13 35 37 85 103 127 145 …,         606, XX                       X
  607, 607,                 111,  112.230,  110.790,  118.740,  575.788,   606.715,  6.409,   2,   608,   606,   606,   608,  -1,  1,  1,  -1,    0,  1,  1,  2,  5,   2,   9,  12,  18,   9,  27,  18, 6 36 66 84 120 144 150 270 …,        607,                                                                                                               X
  608,  2⁵⋅19,              111,  112.381,  110.942,  118.896,  575.788,   606.715,  0.000,  12,  1260,   288,    72,   960,   0,  2,  6,   1,    0,  0,  2,  3,  6,   3,  10,  13,   0,  10,  28,  19, 9 39 45 51 165 189 219 249 …,         38, X      X
  609,   3⋅7⋅29,            111,  112.531,  111.093,  119.052,  575.788,   606.715,  0.000,   8,   960,   336,    84,   960,  -1,  3,  3,  -1,   -1,  1,  0,  4,  0,   4,  11,  14,   1,  11,   0,  20, 8 10 22 32 38 52 68 100 …,           609,  X X     X
  610,    2⋅5⋅61,           111,  112.682,  111.245,  119.208,  575.788,   606.715,  0.000,   8,  1116,   240,    60,  1116,  -1,  3,  3,  -1,   -2,  0,  1,  0,  1,   5,  12,  15,   2,  12,   1,  21, 3 9 33 63 123 147 177 201 …,         610, X X              X
  611,   13⋅47,             111,  112.833,  111.397,  119.364,  575.788,   606.715,  0.000,   4,   672,   552,   276,   672,   1,  2,  2,   1,   -1,  1,  2,  1,  2,   6,   0,  16,   3,  13,   2,  22, 42 48 90 108 132 150 162 210 …,      611,      X        X
  612,  2²⋅3²⋅17,           111,  112.983,  111.549,  119.520,  575.788,   606.715,  0.000,  18,  1638,   192,    48,  1296,   0,  3,  5,  -1,   -1,  0,  0,  2,  3,   7,   1,   0,   4,  14,   3,  23, 5 19 35 41 49 65 71 89 …,            102, XX    X
  613, 613,                 112,  113.134,  111.701,  119.675,  582.207,   613.133,  6.418,   2,   614,   612,   612,   613,  -1,  1,  1,  -1,   -2,  1,  1,  3,  4,   8,   2,   1,   5,  15,   4,  24, 6 114 126 156 174 216 240 246 …,     613,                                                                                                                X
  614,  2⋅307,              112,  113.284,  111.853,  119.831,  582.207,   613.133,  0.000,   4,   924,   306,   306,   924,   1,  2,  2,   1,   -1,  0,  2,  4,  5,   9,   3,   2,   6,  16,   5,  25, 27 45 105 147 183 195 213 225 …,     614, X                                                             X
  615,   3⋅5⋅41,            112,  113.435,  112.004,  119.987,  582.207,   613.133,  0.000,   8,  1008,   320,    40,  1007,  -1,  3,  3,  -1,   -2,  1,  0,  0,  6,  10,   4,   3,   7,  17,   6,  26, 2 16 28 38 44 46 58 68 …,            615,  XX         X
  616,  2³⋅7⋅11,            112,  113.585,  112.156,  120.143,  582.207,   613.133,  0.000,  16,  1440,   240,    30,  1151,   0,  3,  5,  -1,   -2,  0,  1,  1,  0,   0,   5,   4,   8,  18,   7,  27, 3 15 45 75 93 117 153 195 …,         154, X  XX
  617, 617,                 113,  113.735,  112.308,  120.298,  588.631,   619.558,  6.425,   2,   618,   616,   616,   618,  -1,  1,  1,  -1,   -3,  1,  2,  2,  1,   1,   6,   5,   9,  19,   8,  28, 24 30 60 126 156 264 270 324 …,      617,                                                                                                                 X
  618,  2⋅3⋅103,            113,  113.886,  112.459,  120.454,  588.631,   619.558,  0.000,   8,  1248,   204,   102,  1248,  -1,  3,  3,  -1,   -4,  0,  0,  3,  2,   2,   7,   6,  10,  20,   9,  29, 1 25 41 55 109 115 139 151 …,        618, XX                        X
  619, 619,                 114,  114.036,  112.611,  120.609,  595.060,   625.986,  6.428,   2,   620,   618,   618,   620,  -1,  1,  1,  -1,   -5,  1,  1,  4,  3,   3,   8,   7,  11,  21,  10,  30, 12 42 72 120 132 210 240 288 …,      619,                                                                                                                  X
  620,  2²⋅5⋅31,            114,  114.186,  112.763,  120.765,  595.060,   625.986,  0.000,  12,  1344,   240,    60,  1152,   0,  3,  4,   1,   -5,  0,  2,  0,  4,   4,   9,   8,  12,  22,  11,   0, 21 27 33 57 63 99 141 153 …,         310, X X       X
  621,   3³⋅23,             114,  114.337,  112.914,  120.920,  595.060,   625.986,  0.000,   8,   960,   396,   198,   864,   0,  2,  4,   1,   -5,  1,  0,  1,  5,   5,  10,   9,  13,   0,  12,   1, 20 22 52 80 98 112 118 122 …,         69,  X      X
  622,    2⋅311,            114,  114.487,  113.066,  121.076,  595.060,   625.986,  0.000,   4,   936,   310,   310,   936,   1,  2,  2,   1,   -4,  0,  1,  2,  6,   6,  11,  10,  14,   1,  13,   2, 9 21 51 135 165 189 201 255 …,       622, X                                                              X
  623,     7⋅89,            114,  114.637,  113.217,  121.231,  595.060,   625.986,  0.000,   4,   720,   528,   264,   720,   1,  2,  2,   1,   -3,  1,  2,  3,  0,   7,  12,  11,  15,   2,  14,   3, 24 30 36 54 60 120 174 204 …,        623,    X                   X
  624,      2⁴⋅3⋅13,        114,  114.787,  113.368,  121.387,  595.060,   625.986,  0.000,  20,  1736,   192,    12,  1344,   0,  3,  6,   1,   -3,  0,  0,  4,  1,   8,   0,  12,  16,   3,  15,   4, 7 17 23 37 53 67 77 103 …,            78, XX   X
  625,       5⁴,            114,  114.937,  113.520,  121.542,  595.060,   627.595,  1.609,   5,   781,   500,   500,   750,   0,  1,  4,   1,   -3,  1,  1,  0,  2,   9,   1,  13,  17,   4,  16,   5, 6 18 48 84 102 126 162 186 …,          5,   X
  626,      2⋅313,          114,  115.087,  113.671,  121.697,  595.060,   627.595,  0.000,   4,   942,   312,   312,   941,   1,  2,  2,   1,   -2,  0,  2,  1,  3,  10,   2,  14,  18,   5,  17,   6, 27 33 57 117 135 147 183 195 …,      626, X                                                               X
  627,     3⋅11⋅19,         114,  115.237,  113.823,  121.853,  595.060,   627.595,  0.000,   8,   960,   360,    90,   959,  -1,  3,  3,  -1,   -3,  1,  0,  2,  4,   0,   3,  15,   0,   6,  18,   7, 14 20 26 34 50 56 64 106 …,          627,  X  X  X
  628,    2²⋅157,           114,  115.387,  113.974,  122.008,  595.060,   627.595,  0.000,   6,  1106,   312,   156,   947,   0,  2,  3,  -1,   -3,  0,  1,  3,  5,   1,   4,  16,   1,   7,  19,   8, 15 81 105 129 141 195 231 249 …,     314, X                                   X
  629,   17⋅37,             114,  115.537,  114.125,  122.163,  595.060,   627.595,  0.000,   4,   684,   576,   144,   683,   1,  2,  2,   1,   -2,  1,  2,  4,  6,   2,   5,   0,   2,   8,  20,   9, 12 30 72 168 180 198 210 228 …,      629,       X    X
  630,  2⋅3²⋅5⋅7,           114,  115.687,  114.276,  122.318,  595.060,   627.595,  0.000,  24,  1872,   144,    12,  1727,   0,  4,  5,  -1,   -2,  0,  0,  0,  0,   3,   6,   1,   3,   9,  21,  10, 11 13 17 23 29 31 43 53 …,           210, XXXX
  631, 631,                 115,  115.837,  114.427,  122.473,  601.507,   634.043,  6.447,   2,   632,   630,   630,   632,  -1,  1,  1,  -1,   -3,  1,  1,  1,  1,   4,   7,   2,   4,  10,  22,  11, 12 30 60 108 192 198 222 252 …,      631,                                                                                                                   X
  632,  2³⋅79,              115,  115.987,  114.579,  122.629,  601.507,   634.043,  0.000,   8,  1200,   312,    78,   960,   0,  2,  4,   1,   -3,  0,  2,  2,  2,   5,   8,   3,   5,  11,  23,  12, 15 45 69 111 129 141 165 189 …,      158, X                    X
  633,   3⋅211,             115,  116.137,  114.730,  122.784,  601.507,   634.043,  0.000,   4,   848,   420,   210,   848,   1,  2,  2,   1,   -2,  1,  0,  3,  3,   6,   9,   4,   6,  12,  24,  13, 14 20 26 40 76 86 110 124 …,         633,  X                                            X
  634,    2⋅317,            115,  116.287,  114.881,  122.939,  601.507,   634.043,  0.000,   4,   954,   316,   316,   954,   1,  2,  2,   1,   -1,  0,  1,  4,  4,   7,  10,   5,   7,  13,  25,  14, 27 57 93 135 177 195 225 285 …,      634, X                                                                X
  635,     5⋅127,           115,  116.436,  115.032,  123.094,  601.507,   634.043,  0.000,   4,   768,   504,   252,   768,   1,  2,  2,   1,    0,  1,  2,  0,  5,   8,  11,   6,   8,  14,  26,  15, 18 42 48 66 126 174 186 192 …,       635,   X                           X
  636,      2²⋅3⋅53,        115,  116.586,  115.183,  123.248,  601.507,   634.043,  0.000,  12,  1512,   208,    52,  1296,   0,  3,  4,   1,    0,  0,  0,  1,  6,   9,  12,   7,   9,  15,  27,  16, 5 17 23 37 65 73 115 133 …,          318, XX             X
  637,     7²⋅13,           115,  116.736,  115.334,  123.403,  601.507,   634.043,  0.000,   6,   798,   504,    84,   783,   0,  2,  3,  -1,    0,  1,  1,  2,  0,  10,   0,   8,  10,  16,  28,  17, 6 24 36 90 96 114 150 174 …,          91,    X X
  638,    2⋅11⋅29,          115,  116.885,  115.485,  123.558,  601.507,   634.043,  0.000,   8,  1080,   280,   140,  1080,  -1,  3,  3,  -1,   -1,  0,  2,  3,  1,   0,   1,   9,  11,  17,   0,  18, 21 39 45 81 135 159 171 189 …,       638, X   X    X
  639,   3²⋅71,             115,  117.035,  115.636,  123.713,  601.507,   634.043,  0.000,   6,   936,   420,   210,   864,   0,  2,  3,  -1,   -1,  1,  0,  4,  2,   1,   2,  10,  12,  18,   1,  19, 8 20 22 38 52 62 70 118 …,           213,  X                 X
  640,  2⁷⋅5,               115,  117.185,  115.787,  123.868,  601.507,   634.043,  0.000,  16,  1530,   256,    32,  1152,   0,  2,  8,   1,   -1,  0,  1,  0,  3,   2,   3,  11,  13,  19,   2,  20, 21 33 69 93 99 117 183 219 …,         10, X X
  641, 641,                 116,  117.334,  115.937,  124.023,  607.970,   640.506,  6.463,   2,   642,   640,   640,   642,  -1,  1,  1,  -1,   -2,  1,  2,  1,  4,   3,   4,  12,  14,  20,   3,  21, 42 78 120 132 180 198 222 240 …,     641,                                                                                                                    X
  642,  2⋅3⋅107,            116,  117.484,  116.088,  124.177,  607.970,   640.506,  0.000,   8,  1296,   212,   106,  1295,  -1,  3,  3,  -1,   -3,  0,  0,  2,  5,   4,   5,  13,  15,  21,   4,  22, 1 11 35 41 49 85 101 119 …,          642, XX                         X
  643, 643,                 117,  117.633,  116.239,  124.332,  614.436,   646.972,  6.466,   2,   644,   642,   642,   644,  -1,  1,  1,  -1,   -4,  1,  1,  3,  6,   5,   6,  14,  16,  22,   5,  23, 30 66 96 144 180 186 210 234 …,      643,                                                                                                                     X
  644,  2²⋅7⋅23,            117,  117.783,  116.390,  124.487,  614.436,   646.972,  0.000,  12,  1344,   264,    66,  1152,   0,  3,  4,   1,   -4,  0,  2,  4,  0,   6,   7,  15,  17,   0,   6,  24, 3 57 75 153 165 177 183 195 …,       322, X  X    X
  645,   3⋅5⋅43,            117,  117.932,  116.540,  124.641,  614.436,   646.972,  0.000,   8,  1056,   336,    84,  1056,  -1,  3,  3,  -1,   -5,  1,  0,  0,  1,   7,   8,  16,  18,   1,   7,  25, 2 14 28 32 38 46 74 82 …,            645,  XX          X
  646,  2⋅17⋅19,            117,  118.081,  116.691,  124.796,  614.436,   646.972,  0.000,   8,  1080,   288,   144,  1080,  -1,  3,  3,  -1,   -6,  0,  1,  1,  2,   8,   9,   0,   0,   2,   8,  26, 15 27 45 105 123 183 207 213 …,      646, X     XX
  647, 647,                 118,  118.231,  116.842,  124.950,  620.908,   653.444,  6.472,   2,   648,   646,   646,   648,  -1,  1,  1,  -1,   -7,  1,  2,  2,  3,   9,  10,   1,   1,   3,   9,  27, 6 30 54 126 180 216 264 294 …,       647,                                                                                                                      X
  648,  2³⋅3⁴,              118,  118.380,  116.992,  125.105,  620.908,   653.444,  0.000,  20,  1815,   216,    54,  1296,   0,  2,  7,  -1,   -7,  0,  0,  3,  4,  10,  11,   2,   2,   4,  10,  28, 5 29 35 61 71 79 85 91 …,              6, XX
  649,   11⋅59,             118,  118.529,  117.143,  125.259,  620.908,   653.444,  0.000,   4,   720,   580,   290,   719,   1,  2,  2,   1,   -6,  1,  1,  4,  5,   0,  12,   3,   3,   5,  11,  29, 42 78 102 108 162 210 228 270 …,     649,     X           X
  650,    2⋅5²⋅13,          118,  118.679,  117.294,  125.414,  620.908,   653.444,  0.000,  12,  1302,   240,    60,  1259,   0,  3,  4,   1,   -6,  0,  2,  0,  6,   1,   0,   4,   4,   6,  12,  30, 3 9 33 51 93 147 159 171 …,          130, X X  X
  651,   3⋅7⋅31,            118,  118.828,  117.444,  125.568,  620.908,   653.444,  0.000,   8,  1024,   360,    30,  1023,  -1,  3,  3,  -1,   -7,  1,  0,  1,  0,   2,   1,   5,   5,   7,  13,   0, 8 10 32 50 58 82 88 110 …,           651,  X X      X
  652,  2²⋅163,             118,  118.977,  117.595,  125.722,  620.908,   653.444,  0.000,   6,  1148,   324,   162,   984,   0,  2,  3,  -1,   -7,  0,  1,  2,  1,   3,   2,   6,   6,   8,  14,   1, 9 21 39 75 81 105 231 255 …,         326, X                                    X
  653, 653,                 119,  119.126,  117.745,  125.877,  627.390,   659.926,  6.482,   2,   654,   652,   652,   653,  -1,  1,  1,  -1,   -8,  1,  2,  3,  2,   4,   3,   7,   7,   9,  15,   2, 6 66 90 144 174 186 204 210 …,       653,                                                                                                                       X
  654,  2⋅3⋅109,            119,  119.275,  117.895,  126.031,  627.390,   659.926,  0.000,   8,  1320,   216,   108,  1320,  -1,  3,  3,  -1,   -9,  0,  0,  4,  3,   5,   4,   8,   8,  10,  16,   3, 7 23 37 47 55 85 97 107 …,           654, XX                          X
  655,   5⋅131,             119,  119.425,  118.046,  126.185,  627.390,   659.926,  0.000,   4,   792,   520,   260,   792,   1,  2,  2,   1,   -8,  1,  1,  0,  4,   6,   5,   9,   9,  11,  17,   4, 36 54 78 84 114 132 156 168 …,       655,   X                            X
  656,    2⁴⋅41,            119,  119.574,  118.196,  126.339,  627.390,   659.926,  0.000,  10,  1302,   320,    40,  1008,   0,  2,  5,  -1,   -8,  0,  2,  1,  5,   7,   6,  10,  10,  12,  18,   5, 3 63 87 153 165 207 225 255 …,        82, X           X
  657,   3²⋅73,             119,  119.723,  118.347,  126.493,  627.390,   659.926,  0.000,   6,   962,   432,    72,   888,   0,  2,  3,  -1,   -8,  1,  0,  2,  6,   8,   7,  11,  11,  13,  19,   6, 4 16 26 44 70 86 94 100 …,           219,  X                  X
  658,  2⋅7⋅47,             119,  119.872,  118.497,  126.648,  627.390,   659.926,  0.000,   8,  1152,   276,   138,  1151,  -1,  3,  3,  -1,   -9,  0,  1,  3,  0,   9,   8,  12,  12,  14,  20,   7, 15 51 81 111 171 195 201 219 …,      658, X  X          X
  659, 659,                 120,  120.021,  118.647,  126.802,  633.881,   666.416,  6.491,   2,   660,   658,   658,   660,  -1,  1,  1,  -1,  -10,  1,  2,  4,  1,  10,   9,  13,  13,  15,  21,   8, 18 42 60 102 138 150 168 180 …,      659,                                                                                                                        X
  660,  2²⋅3⋅5⋅11,          120,  120.170,  118.797,  126.956,  633.881,   666.416,  0.000,  24,  2016,   160,    20,  1727,   0,  4,  5,  -1,  -10,  0,  0,  0,  2,   0,  10,  14,  14,  16,  22,   9, 1 13 17 41 59 67 73 83 …,            330, XXX X
